Industry,Contract_Plan,Billing_Cycle,Onboarding_Tier,Monthly_Contract_Value,Tenure_Months,Licensed_Seats,Active_Seats,Support_Tickets,Unresolved_Bugs,API_Calls_Monthly,Churn
EdTech,Growth,Monthly,Assisted,2466.57,12,18,16,0,0,,0
E-Commerce,Startup,Annual,Self-Serve,1229.03,28,23,14,3,1,75189.0,0
HealthTech,Growth,Monthly,Self-Serve,6739.27,32,25,21,3,0,,0
HealthTech,Growth,Monthly,Dedicated-CSM,1789.58,33,25,11,2,0,12477.0,0
FinTech,Enterprise,Quarterly,Self-Serve,986.42,7,23,22,1,0,107663.0,0
HealthTech,Enterprise,Quarterly,Assisted,1085.12,28,25,6,2,0,21768.0,0
E-Commerce,Startup,Monthly,Self-Serve,1385.64,4,24,18,4,1,1016.0,1
Media,Growth,Monthly,Assisted,507.06,24,21,15,3,0,200246.0,0
Logistics,Growth,Monthly,Dedicated-CSM,697.96,53,21,7,2,0,98721.0,0
FinTech,Startup,Annual,Self-Serve,293.77,1,16,8,2,1,,0
Logistics,Enterprise,Annual,Assisted,611.23,10,14,6,3,3,624.0,1
EdTech,Enterprise,Quarterly,Dedicated-CSM,1450.73,18,26,7,4,1,12920.0,0
EdTech,Startup,Annual,Assisted,1728.74,21,25,16,4,1,30079.0,0
E-Commerce,Growth,Annual,Dedicated-CSM,249.03,3,20,19,2,2,49454.0,0
HealthTech,Startup,Monthly,Assisted,1191.98,64,19,12,2,2,61577.0,0
HealthTech,Growth,Multi-Year,Self-Serve,2162.24,17,16,10,5,1,77623.0,0
FinTech,Startup,Annual,Assisted,1166.22,3,12,2,2,0,40558.0,0
FinTech,Custom,Monthly,Assisted,781.55,1,24,7,0,0,53382.0,0
FinTech,Enterprise,Monthly,Self-Serve,943.56,27,20,12,5,1,83365.0,0
E-Commerce,Growth,Monthly,Self-Serve,845.86,1,31,30,2,1,63620.0,1
EdTech,Growth,Monthly,Self-Serve,779.6,2,20,18,3,1,154847.0,0
E-Commerce,Custom,Annual,Assisted,1552.7,15,19,8,3,2,103831.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,9523.66,16,22,13,1,0,9278.0,1
Media,Startup,Annual,Self-Serve,711.84,20,20,12,4,2,147270.0,0
Media,Growth,Annual,Assisted,1022.06,9,19,14,5,1,11419.0,0
EdTech,Enterprise,Annual,Dedicated-CSM,1281.85,26,17,12,1,0,237014.0,0
Media,Growth,Annual,Self-Serve,746.76,65,14,11,3,1,60421.0,0
E-Commerce,Growth,Monthly,Assisted,3406.7,5,20,4,2,1,49380.0,0
Media,Enterprise,Monthly,Dedicated-CSM,178.53,21,17,16,3,0,19602.0,0
FinTech,Enterprise,Annual,Dedicated-CSM,852.86,47,25,6,2,0,7142.0,0
HealthTech,Custom,Monthly,Self-Serve,2685.35,20,16,9,6,1,6744.0,0
FinTech,Startup,Monthly,Self-Serve,1043.17,20,24,22,2,1,100711.0,0
FinTech,Growth,Annual,Self-Serve,666.66,4,25,14,1,0,28321.0,0
FinTech,Enterprise,Annual,Assisted,1948.17,13,23,5,1,0,41032.0,0
E-Commerce,Enterprise,Monthly,Assisted,2893.99,14,22,8,3,0,134292.0,0
EdTech,Growth,Annual,Assisted,1602.05,21,9,5,2,0,14742.0,0
E-Commerce,Startup,Annual,Self-Serve,677.87,72,14,3,5,2,72183.0,0
FinTech,Enterprise,Monthly,Self-Serve,1973.91,1,17,9,6,2,31788.0,1
Logistics,Enterprise,Monthly,Assisted,951.71,1,20,9,1,0,11961.0,0
E-Commerce,Startup,Multi-Year,Assisted,2523.52,1,23,19,2,1,95857.0,0
HealthTech,Growth,Monthly,Assisted,4725.7,24,18,5,3,2,56964.0,0
EdTech,Startup,Monthly,Assisted,150.0,2,24,17,2,0,4987.0,0
HealthTech,Startup,Quarterly,Self-Serve,1472.04,17,14,7,1,0,39018.0,0
HealthTech,Startup,Annual,Self-Serve,306.32,7,18,12,1,0,95447.0,0
Media,Growth,Monthly,Self-Serve,10673.51,11,22,8,4,3,3464.0,1
HealthTech,Growth,Monthly,Self-Serve,899.73,4,15,10,2,0,26916.0,0
E-Commerce,Growth,Monthly,Self-Serve,2526.06,36,18,13,2,1,81793.0,0
Logistics,Growth,Multi-Year,Self-Serve,1299.82,15,15,3,2,2,97722.0,0
EdTech,Enterprise,Monthly,Self-Serve,676.8,52,22,18,0,0,74663.0,0
FinTech,Startup,Quarterly,Self-Serve,611.71,15,15,13,1,0,18243.0,0
FinTech,Startup,Multi-Year,Assisted,5155.54,2,21,5,3,1,,0
FinTech,Enterprise,Monthly,Self-Serve,3018.6,3,16,10,2,0,67600.0,0
E-Commerce,Startup,Multi-Year,Assisted,6988.68,72,16,10,2,0,8278.0,0
HealthTech,Custom,Multi-Year,Assisted,1404.08,23,20,4,1,0,45193.0,0
FinTech,Enterprise,Annual,Assisted,1710.83,1,24,11,1,0,63715.0,0
Media,Growth,Monthly,Dedicated-CSM,1067.3,21,27,26,2,0,94853.0,0
E-Commerce,Custom,Annual,Self-Serve,1049.41,9,18,11,2,1,5921.0,0
FinTech,Startup,Annual,Assisted,552.47,6,17,16,3,2,20000.0,0
E-Commerce,Startup,Multi-Year,Dedicated-CSM,1438.58,3,21,15,0,0,39007.0,0
EdTech,Growth,Monthly,Dedicated-CSM,684.81,32,27,6,1,0,,0
FinTech,Growth,Annual,Self-Serve,1950.07,1,17,4,1,1,65473.0,0
HealthTech,Custom,Monthly,Self-Serve,1547.67,6,21,16,2,1,14602.0,0
Logistics,Startup,Monthly,Self-Serve,1710.48,6,22,14,6,3,699.0,1
E-Commerce,Growth,Monthly,Assisted,5562.82,3,18,5,3,1,59179.0,0
E-Commerce,Growth,Annual,Assisted,1297.17,12,21,14,2,2,119914.0,0
HealthTech,Growth,Quarterly,Self-Serve,2548.39,1,21,17,3,0,79855.0,0
FinTech,Startup,Quarterly,Assisted,7660.12,6,18,14,3,0,48705.0,1
FinTech,Growth,Multi-Year,Assisted,4066.85,48,22,8,1,0,189869.0,0
HealthTech,Enterprise,Monthly,Assisted,3569.55,6,22,8,2,1,28380.0,0
FinTech,Startup,Annual,Dedicated-CSM,1032.06,8,19,18,1,1,37227.0,0
FinTech,Enterprise,Monthly,Assisted,1628.14,11,24,21,1,1,618.0,0
Logistics,Growth,Monthly,Self-Serve,436.8,14,27,12,1,1,145894.0,0
Media,Enterprise,Annual,Assisted,2046.89,29,21,18,2,0,43775.0,0
EdTech,Enterprise,Multi-Year,Self-Serve,1691.36,3,23,7,2,1,24780.0,0
Logistics,Startup,Quarterly,Assisted,1366.32,36,25,8,3,1,2279.0,0
FinTech,Growth,Annual,Dedicated-CSM,3207.08,25,17,5,1,1,22504.0,0
Media,Enterprise,Monthly,Dedicated-CSM,479.81,23,17,4,0,0,180.0,0
FinTech,Growth,Monthly,Assisted,5375.64,1,18,15,3,0,19603.0,0
Media,Custom,Quarterly,Self-Serve,2882.75,1,16,10,4,2,151263.0,1
Media,Growth,Monthly,Self-Serve,1261.38,16,18,7,2,1,8378.0,0
EdTech,Startup,Monthly,Assisted,1180.37,35,13,11,1,1,39418.0,0
Media,Growth,Quarterly,Self-Serve,2015.29,15,24,20,0,0,10328.0,0
E-Commerce,Custom,Monthly,Assisted,4879.14,4,15,4,1,1,76480.0,1
HealthTech,Startup,Monthly,Self-Serve,1460.26,1,22,15,4,2,41322.0,1
HealthTech,Enterprise,Quarterly,Self-Serve,1513.87,21,17,13,4,2,11297.0,0
E-Commerce,Enterprise,Quarterly,Self-Serve,1360.22,23,20,15,5,2,100586.0,0
FinTech,Growth,Multi-Year,Dedicated-CSM,6091.93,3,17,13,0,0,76629.0,0
E-Commerce,Startup,Annual,Assisted,978.92,1,16,5,1,0,151105.0,0
Media,Enterprise,Monthly,Self-Serve,1306.25,9,22,9,1,0,100.0,0
FinTech,Startup,Multi-Year,Self-Serve,4646.74,15,27,23,2,1,30543.0,0
EdTech,Enterprise,Annual,Assisted,1517.71,22,16,14,0,0,437425.0,0
Media,Growth,Monthly,Self-Serve,3521.0,29,21,8,4,0,83350.0,0
Media,Growth,Monthly,Assisted,617.34,16,18,3,3,0,88978.0,0
Media,Enterprise,Annual,Dedicated-CSM,1124.96,2,17,15,2,1,48528.0,0
E-Commerce,Growth,Quarterly,Assisted,4730.42,20,22,11,2,0,62396.0,0
Media,Growth,Annual,Assisted,753.79,72,19,8,0,0,81822.0,0
EdTech,Growth,Annual,Assisted,1177.79,42,17,8,4,3,4841.0,0
FinTech,Growth,Annual,Dedicated-CSM,1666.0,36,17,9,1,0,58977.0,0
E-Commerce,Growth,Multi-Year,Dedicated-CSM,577.79,6,21,10,2,0,84480.0,0
EdTech,Enterprise,Quarterly,Assisted,942.24,25,19,12,4,1,2086.0,0
FinTech,Growth,Monthly,Self-Serve,1474.01,34,26,6,2,1,17624.0,0
E-Commerce,Growth,Annual,Assisted,1393.65,20,21,20,0,0,19579.0,0
EdTech,Growth,Monthly,Self-Serve,3977.06,5,23,21,0,0,96407.0,0
FinTech,Startup,Annual,Assisted,4965.35,55,20,18,1,1,75786.0,0
E-Commerce,Startup,Multi-Year,Assisted,646.99,10,19,17,1,0,53417.0,0
EdTech,Custom,Annual,Self-Serve,1472.3,2,19,13,2,0,81667.0,0
E-Commerce,Enterprise,Quarterly,Self-Serve,2375.85,2,24,9,3,1,30205.0,0
FinTech,Growth,Quarterly,Assisted,4860.49,18,27,6,2,0,103924.0,0
FinTech,Growth,Monthly,Dedicated-CSM,2466.9,10,26,7,1,1,13343.0,1
HealthTech,Startup,Monthly,Assisted,1715.19,1,19,8,2,0,60967.0,0
Media,Growth,Annual,Assisted,2360.34,24,22,13,5,2,13837.0,0
FinTech,Growth,Annual,Self-Serve,2374.88,28,22,21,1,1,2034.0,0
E-Commerce,Growth,Annual,Assisted,608.77,23,17,9,2,1,16714.0,0
FinTech,Growth,Monthly,Assisted,1577.95,4,16,9,1,0,33953.0,0
HealthTech,Startup,Quarterly,Assisted,4629.88,21,19,14,2,1,92715.0,1
Logistics,Startup,Annual,Self-Serve,1122.99,1,20,6,2,0,35551.0,0
EdTech,Custom,Quarterly,Assisted,1495.22,6,23,21,4,2,9871.0,0
FinTech,Growth,Quarterly,Self-Serve,1089.92,9,18,11,0,0,246448.0,0
HealthTech,Growth,Annual,Self-Serve,187.4,32,18,7,7,1,15741.0,0
FinTech,Startup,Annual,Dedicated-CSM,1363.08,8,18,17,4,2,210977.0,0
E-Commerce,Startup,Monthly,Self-Serve,1731.12,1,17,11,1,0,137706.0,1
EdTech,Enterprise,Annual,Self-Serve,866.43,7,11,6,2,0,39093.0,0
FinTech,Growth,Monthly,Assisted,501.98,12,19,12,1,0,4824.0,0
HealthTech,Growth,Multi-Year,Dedicated-CSM,633.64,53,21,16,3,0,59440.0,0
HealthTech,Startup,Monthly,Assisted,2564.6,50,23,7,2,2,93449.0,1
Media,Enterprise,Monthly,Assisted,7162.73,3,20,17,3,1,29466.0,0
Media,Startup,Annual,Dedicated-CSM,4337.56,3,28,27,2,1,13659.0,0
FinTech,Startup,Monthly,Self-Serve,427.22,3,15,9,1,1,81183.0,0
EdTech,Growth,Annual,,2769.53,27,21,15,2,0,39381.0,0
HealthTech,Startup,Annual,Self-Serve,762.28,1,23,20,4,1,11009.0,0
HealthTech,Startup,Annual,Dedicated-CSM,816.54,2,20,9,6,1,149327.0,0
EdTech,Growth,Multi-Year,Self-Serve,904.44,13,20,19,3,2,147920.0,0
Media,Growth,Monthly,Self-Serve,2440.98,5,13,9,2,1,22868.0,0
Media,Enterprise,Annual,Assisted,3027.12,1,23,12,2,0,3307.0,0
E-Commerce,Growth,Monthly,Assisted,1232.34,8,20,14,6,2,49819.0,0
HealthTech,Startup,Monthly,Assisted,1250.24,5,21,12,1,1,19080.0,0
EdTech,Startup,Annual,Assisted,1987.48,12,21,6,2,1,3433.0,0
HealthTech,Custom,Monthly,Self-Serve,2170.68,69,19,15,3,1,111192.0,0
E-Commerce,Growth,Quarterly,Assisted,3640.19,2,21,13,0,0,313726.0,0
HealthTech,Enterprise,Quarterly,Assisted,449.57,8,26,21,4,2,21570.0,0
EdTech,Startup,Annual,Dedicated-CSM,1362.43,48,14,4,2,2,68275.0,0
FinTech,Growth,Multi-Year,Self-Serve,540.33,37,23,14,3,2,3402.0,0
FinTech,Startup,Monthly,Dedicated-CSM,1282.67,9,18,14,4,3,23078.0,1
Media,Growth,Quarterly,Assisted,1105.17,21,22,21,2,1,5757.0,0
FinTech,Custom,Annual,Self-Serve,1287.25,1,12,10,2,0,2847.0,0
E-Commerce,Custom,Quarterly,Assisted,678.73,22,21,18,3,0,44433.0,0
FinTech,Growth,Monthly,Self-Serve,378.34,64,19,7,3,2,80982.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,225.82,13,16,13,1,0,,0
FinTech,Custom,Monthly,Dedicated-CSM,1198.11,12,13,4,2,1,37136.0,0
FinTech,Growth,Monthly,Self-Serve,928.57,3,23,8,1,1,15786.0,1
Logistics,Startup,Annual,Self-Serve,754.05,18,16,4,2,0,66664.0,0
HealthTech,Growth,Quarterly,Self-Serve,4122.3,16,16,14,2,0,22398.0,0
Media,Startup,Multi-Year,Self-Serve,645.15,18,18,5,2,0,3494.0,0
E-Commerce,Growth,Annual,Self-Serve,4466.27,1,20,6,5,0,9047.0,0
HealthTech,Growth,Annual,Self-Serve,5325.53,14,20,7,1,1,6875.0,0
E-Commerce,Growth,Monthly,Assisted,255.12,16,18,11,2,0,28624.0,0
E-Commerce,Growth,Monthly,Self-Serve,1448.85,4,12,10,0,0,3372.0,0
EdTech,Startup,Monthly,Dedicated-CSM,953.61,4,22,11,2,0,82120.0,0
HealthTech,Growth,Multi-Year,Dedicated-CSM,150.0,5,21,13,1,1,119301.0,0
HealthTech,Enterprise,Monthly,Assisted,392.31,22,16,5,4,0,14277.0,0
Logistics,Growth,Monthly,Dedicated-CSM,2588.14,16,24,9,3,1,33229.0,0
Media,Startup,Quarterly,,7452.61,33,16,4,2,0,36601.0,0
Logistics,Custom,Monthly,Self-Serve,2884.99,6,23,12,1,0,209989.0,0
HealthTech,Custom,Monthly,Assisted,1763.56,43,26,17,0,0,,0
EdTech,Startup,Quarterly,Assisted,1315.36,24,18,7,3,2,55113.0,1
E-Commerce,Startup,Monthly,Assisted,5598.55,9,23,20,2,0,21214.0,0
E-Commerce,Enterprise,Monthly,Dedicated-CSM,8316.55,1,20,19,4,1,34838.0,1
FinTech,Enterprise,Monthly,Dedicated-CSM,813.37,5,20,5,2,1,12233.0,1
E-Commerce,Custom,Annual,Assisted,244.69,56,21,4,4,2,8732.0,0
FinTech,Enterprise,Quarterly,Assisted,225.1,6,19,15,4,1,13957.0,0
HealthTech,Growth,Monthly,Self-Serve,4119.96,7,24,8,2,0,3696.0,0
Logistics,Growth,Quarterly,Self-Serve,1286.91,3,13,6,2,0,16293.0,0
FinTech,Startup,Monthly,Assisted,1565.18,29,18,9,2,0,58616.0,0
FinTech,Startup,Multi-Year,Assisted,292.35,5,22,20,1,0,52703.0,0
FinTech,Growth,Monthly,Assisted,706.12,7,15,10,4,1,40427.0,0
Media,Growth,Annual,Self-Serve,1041.94,9,22,5,1,0,100.0,0
E-Commerce,Growth,Annual,Assisted,1598.25,10,24,5,2,1,6721.0,0
HealthTech,Enterprise,Annual,Self-Serve,954.51,9,21,7,1,0,92534.0,0
Logistics,Startup,Monthly,Assisted,554.61,12,17,7,4,1,15855.0,0
Logistics,Growth,Monthly,Self-Serve,687.54,30,19,11,3,0,121634.0,0
HealthTech,Startup,Annual,Self-Serve,3740.87,30,19,16,1,0,103791.0,0
EdTech,Growth,Monthly,Self-Serve,1649.24,28,18,8,1,0,8417.0,0
EdTech,Enterprise,Annual,Self-Serve,2253.71,1,18,9,6,1,114214.0,0
EdTech,Growth,Annual,Dedicated-CSM,623.88,28,21,9,3,2,49421.0,0
FinTech,Custom,Annual,Self-Serve,150.0,2,24,4,1,0,49751.0,0
Logistics,Startup,Monthly,Self-Serve,858.65,2,20,19,1,1,95757.0,0
E-Commerce,Growth,Annual,Assisted,641.25,53,21,6,0,0,25964.0,0
HealthTech,Startup,Annual,Assisted,1802.01,30,14,6,2,1,66451.0,0
HealthTech,Growth,Annual,Self-Serve,20000.0,14,18,5,2,1,55096.0,1
FinTech,Enterprise,Monthly,Self-Serve,2418.47,37,25,14,3,0,73814.0,0
FinTech,Growth,Monthly,Dedicated-CSM,13705.69,72,14,13,4,0,53968.0,0
EdTech,Enterprise,Monthly,Assisted,2172.11,16,27,7,0,0,,0
FinTech,Startup,Monthly,Self-Serve,784.15,17,18,9,3,1,17316.0,0
HealthTech,Enterprise,Quarterly,Assisted,1800.34,25,19,4,3,1,140605.0,0
E-Commerce,Startup,Multi-Year,Self-Serve,6084.76,4,15,12,5,2,12643.0,0
FinTech,Enterprise,Monthly,Self-Serve,6343.13,3,30,21,3,0,31958.0,0
Media,Startup,Annual,Assisted,821.36,25,15,11,1,1,22075.0,0
FinTech,Startup,Monthly,Dedicated-CSM,1661.05,7,26,15,1,0,4513.0,0
HealthTech,Growth,Monthly,Self-Serve,397.47,2,26,24,0,0,9995.0,0
HealthTech,Custom,Monthly,Dedicated-CSM,2699.9,6,21,11,2,2,16890.0,1
FinTech,Startup,Monthly,Self-Serve,5015.82,7,19,11,2,0,31118.0,0
FinTech,Growth,Multi-Year,Self-Serve,1385.52,60,18,13,2,2,103782.0,0
EdTech,Enterprise,Monthly,Self-Serve,759.55,21,15,9,1,0,36244.0,0
Media,Growth,Annual,Self-Serve,1819.13,13,17,5,3,0,52764.0,0
FinTech,Startup,Quarterly,Dedicated-CSM,1909.96,62,23,10,3,0,27752.0,0
EdTech,Growth,Multi-Year,Assisted,1435.07,42,14,3,1,0,102035.0,0
EdTech,Growth,Monthly,Self-Serve,1559.17,12,25,13,4,1,54327.0,0
Logistics,Custom,Monthly,Dedicated-CSM,1155.46,42,17,11,3,0,4750.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,3123.04,9,16,4,4,0,32457.0,0
HealthTech,Growth,Monthly,Assisted,2504.37,4,30,21,4,0,87791.0,0
HealthTech,Custom,Monthly,Dedicated-CSM,580.77,4,25,22,2,0,66148.0,0
EdTech,Growth,Annual,Self-Serve,567.36,19,25,11,3,2,117858.0,0
Logistics,Startup,Annual,Dedicated-CSM,1078.99,12,18,6,4,1,12917.0,0
FinTech,Startup,Annual,Assisted,2505.67,19,26,23,5,2,188989.0,0
HealthTech,Growth,Quarterly,Dedicated-CSM,1519.06,20,25,18,2,0,16779.0,0
Media,Startup,Monthly,Assisted,775.36,1,15,4,2,0,2574.0,0
Logistics,Custom,Monthly,Self-Serve,1672.86,1,20,10,1,0,34226.0,0
Media,Enterprise,Multi-Year,Assisted,1011.12,13,26,19,2,1,5846.0,0
EdTech,Startup,Annual,Self-Serve,2831.08,3,19,12,2,2,57177.0,0
HealthTech,Growth,Annual,Self-Serve,1777.74,18,13,9,3,1,115408.0,0
E-Commerce,Enterprise,Annual,Self-Serve,1024.55,14,23,15,3,1,127133.0,0
EdTech,Custom,Monthly,Dedicated-CSM,1630.74,15,17,14,3,0,46702.0,0
FinTech,Enterprise,Monthly,Self-Serve,4096.1,6,13,5,2,1,38314.0,1
E-Commerce,Growth,Monthly,Assisted,825.36,18,18,13,1,0,255728.0,0
EdTech,Enterprise,Monthly,Self-Serve,1886.08,31,18,17,0,0,43307.0,0
FinTech,Growth,Monthly,Dedicated-CSM,1261.57,72,21,10,1,0,131180.0,0
EdTech,Growth,Quarterly,Self-Serve,1925.49,32,16,13,2,1,124202.0,0
E-Commerce,Startup,Annual,Assisted,767.87,14,14,5,2,1,17090.0,0
Media,Startup,Annual,Dedicated-CSM,1471.13,3,21,8,2,1,692.0,0
FinTech,Growth,Annual,Assisted,3434.58,20,20,18,4,1,28917.0,1
HealthTech,Startup,Multi-Year,Self-Serve,603.98,49,10,2,3,1,98797.0,0
E-Commerce,Startup,Monthly,Assisted,432.68,4,20,7,2,0,90435.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,446.87,5,22,12,1,0,46275.0,0
EdTech,Startup,Annual,Assisted,495.19,2,22,11,0,0,8519.0,0
EdTech,Growth,Monthly,Self-Serve,2221.69,24,19,13,2,1,5691.0,0
FinTech,Growth,Monthly,Dedicated-CSM,405.46,9,18,6,1,1,154703.0,1
E-Commerce,Custom,Monthly,Self-Serve,1039.81,1,26,6,3,1,27357.0,1
E-Commerce,Growth,Monthly,Assisted,2265.49,37,17,8,0,0,52229.0,0
HealthTech,Startup,Quarterly,Dedicated-CSM,1908.67,14,22,13,2,2,118151.0,0
Media,Growth,Monthly,Self-Serve,965.14,7,15,9,1,0,101970.0,0
Logistics,Enterprise,Quarterly,Assisted,1575.43,7,14,9,2,1,41840.0,0
EdTech,Custom,Annual,Assisted,1467.14,6,17,10,3,1,33462.0,0
EdTech,Growth,Monthly,Dedicated-CSM,1106.98,10,19,7,1,1,66450.0,0
E-Commerce,Startup,Monthly,Self-Serve,1119.67,7,19,15,3,1,21512.0,0
Media,Custom,Monthly,Assisted,8956.31,14,17,4,4,2,49094.0,1
EdTech,Startup,Monthly,Dedicated-CSM,2664.88,26,14,5,2,0,1171.0,0
EdTech,Growth,Annual,Self-Serve,11031.98,20,11,8,1,1,86952.0,0
Logistics,Growth,Annual,Self-Serve,877.94,6,16,6,3,0,311544.0,0
HealthTech,Startup,Annual,Dedicated-CSM,1246.11,13,19,11,4,2,154730.0,0
Logistics,Startup,Monthly,Self-Serve,431.68,33,20,9,1,0,22306.0,0
FinTech,Startup,Quarterly,Dedicated-CSM,673.08,1,21,12,0,0,37868.0,0
HealthTech,Growth,Quarterly,Self-Serve,6745.47,1,20,9,2,0,13474.0,1
HealthTech,Custom,Quarterly,Self-Serve,859.43,14,20,19,1,0,18048.0,0
Media,Startup,Quarterly,Assisted,6845.79,18,20,9,0,0,30564.0,0
Logistics,Enterprise,Quarterly,Assisted,465.51,4,23,16,1,1,68734.0,0
EdTech,Startup,Quarterly,Assisted,547.06,24,22,20,4,2,902.0,0
EdTech,Growth,Annual,Assisted,1002.2,18,18,12,1,1,25025.0,0
E-Commerce,Startup,Monthly,Dedicated-CSM,1268.78,46,8,5,2,0,40653.0,0
Media,Custom,Annual,Self-Serve,2935.47,3,16,10,2,0,,0
E-Commerce,Enterprise,Monthly,Assisted,1964.82,25,26,15,4,1,4086.0,0
HealthTech,Growth,Monthly,Self-Serve,940.24,1,16,13,2,0,38780.0,0
FinTech,Enterprise,Multi-Year,Assisted,1195.93,14,9,2,3,1,50779.0,0
EdTech,Growth,Multi-Year,Self-Serve,1021.26,14,24,21,2,1,51222.0,0
EdTech,Custom,Monthly,Self-Serve,615.57,8,20,13,0,0,22048.0,0
HealthTech,Enterprise,Monthly,Assisted,629.69,33,20,17,2,0,13549.0,0
FinTech,Custom,Monthly,Self-Serve,3208.96,1,14,2,0,0,12448.0,1
Logistics,Growth,Quarterly,Self-Serve,283.17,13,17,15,2,0,2068.0,0
FinTech,Startup,Annual,Assisted,5296.25,4,22,6,2,0,10209.0,0
EdTech,Growth,Multi-Year,Assisted,1000.7,24,17,13,2,0,85354.0,0
Media,Startup,Annual,Dedicated-CSM,694.62,1,26,13,4,3,153.0,0
HealthTech,Growth,Monthly,Assisted,2511.9,32,15,11,0,0,2244.0,0
FinTech,Growth,Annual,Self-Serve,4733.57,32,25,17,0,0,6792.0,0
EdTech,Growth,Monthly,Assisted,3463.34,32,22,7,0,0,27257.0,0
Logistics,Startup,Multi-Year,Self-Serve,2052.01,2,19,11,2,0,20304.0,0
E-Commerce,Startup,Annual,Assisted,3373.93,17,21,8,2,0,9791.0,0
Media,Growth,Quarterly,Dedicated-CSM,311.37,1,18,11,2,1,5880.0,0
FinTech,Custom,Monthly,Assisted,859.58,33,18,14,1,1,139732.0,0
E-Commerce,Growth,Monthly,Assisted,617.39,23,18,4,2,0,121097.0,0
EdTech,Growth,Monthly,Self-Serve,3793.12,13,16,9,2,0,73898.0,0
Logistics,Enterprise,Annual,Assisted,966.85,23,25,17,4,1,14519.0,0
FinTech,Growth,Quarterly,Dedicated-CSM,2747.91,1,20,8,1,0,19556.0,0
Logistics,Startup,Monthly,Self-Serve,2112.19,13,21,20,3,2,54808.0,0
E-Commerce,Growth,Quarterly,Self-Serve,643.58,6,22,13,4,1,17244.0,0
HealthTech,Startup,Annual,Assisted,813.29,64,18,6,2,0,37817.0,0
FinTech,Custom,Monthly,Assisted,4022.85,35,22,6,1,1,52675.0,1
Logistics,Startup,Annual,Self-Serve,692.87,23,21,13,1,0,36615.0,0
FinTech,Growth,Annual,Dedicated-CSM,1489.41,48,16,8,3,1,26661.0,0
HealthTech,Startup,Multi-Year,Self-Serve,688.72,7,26,9,1,1,21377.0,0
HealthTech,Startup,Monthly,Self-Serve,1025.71,41,22,4,1,0,75198.0,0
Logistics,Enterprise,Monthly,Assisted,1287.89,7,18,11,2,0,67162.0,0
EdTech,Startup,Monthly,Self-Serve,688.53,23,23,15,1,0,59574.0,0
EdTech,Startup,Monthly,Assisted,592.07,24,15,4,1,1,23474.0,0
HealthTech,Growth,Monthly,Self-Serve,1708.43,1,25,17,1,1,74747.0,1
E-Commerce,Startup,Annual,Self-Serve,653.26,8,18,17,3,0,158153.0,0
E-Commerce,Startup,Quarterly,Self-Serve,672.46,1,12,11,1,0,58395.0,0
Logistics,Enterprise,Annual,Dedicated-CSM,602.93,72,14,12,3,1,26204.0,0
Media,Enterprise,Monthly,Assisted,1253.6,2,13,10,2,0,79600.0,0
FinTech,Custom,Annual,Assisted,2987.36,14,21,7,4,1,46991.0,0
EdTech,Enterprise,Annual,Self-Serve,4820.1,28,23,7,2,1,105055.0,0
FinTech,Growth,Annual,Assisted,722.68,4,16,8,4,1,62445.0,0
E-Commerce,Startup,Annual,Assisted,8331.21,11,16,11,1,1,73466.0,0
HealthTech,Enterprise,Annual,Dedicated-CSM,570.21,16,22,19,3,1,55046.0,0
HealthTech,Enterprise,Multi-Year,Assisted,3364.44,3,17,6,2,0,4827.0,0
HealthTech,Enterprise,Monthly,Assisted,725.28,27,13,7,5,3,33191.0,1
E-Commerce,Growth,Quarterly,Self-Serve,638.88,6,13,9,1,0,2907.0,0
HealthTech,Startup,Monthly,Assisted,711.2,4,27,15,1,1,29670.0,0
EdTech,Enterprise,Monthly,Assisted,1281.03,14,22,12,5,1,63014.0,0
HealthTech,Enterprise,Monthly,Dedicated-CSM,2192.89,9,18,6,3,1,27345.0,0
FinTech,Custom,Monthly,Self-Serve,2367.02,45,16,15,2,1,100.0,0
EdTech,Startup,Monthly,Self-Serve,600.41,38,22,12,1,0,23045.0,0
HealthTech,Startup,Monthly,Assisted,577.55,11,21,13,2,0,3508.0,0
HealthTech,Startup,Monthly,Self-Serve,614.53,8,18,6,2,1,75842.0,0
EdTech,Enterprise,Multi-Year,Self-Serve,1218.47,7,20,12,4,2,76566.0,0
HealthTech,Startup,Monthly,Dedicated-CSM,1120.32,5,16,6,3,1,82093.0,0
FinTech,Startup,Annual,Assisted,597.26,14,17,6,0,0,1540.0,0
HealthTech,Custom,Monthly,Dedicated-CSM,1684.4,29,13,5,0,0,1640.0,0
Media,Startup,Multi-Year,Dedicated-CSM,9165.33,6,19,3,0,0,116884.0,1
E-Commerce,Enterprise,Annual,Self-Serve,872.18,3,19,12,1,0,6601.0,0
EdTech,Growth,Annual,Assisted,926.59,11,11,5,0,0,55447.0,0
E-Commerce,Enterprise,Annual,Self-Serve,2155.36,1,20,18,5,3,79348.0,1
FinTech,Growth,Monthly,Dedicated-CSM,832.98,21,17,3,4,1,29698.0,0
HealthTech,Custom,Multi-Year,Assisted,2365.2,13,12,2,1,0,39535.0,0
